Korean,English
따라다니면서,Following
무릎꿇고,Knee
스케쥴을,Schedule
마는,Drag
안좋을,Badly
영호,Youngho
여성에,To women
2달,2 months
이겨내지,Overcome
걸리는데,I get caught
삼키고,Swallow
시키세요,Try
엄마로서,As a mother
들려주고,See you
시신에서,In the body
고문하는,Tortured
싶었다면,If you wanted to
1명,1 person
권위에,Authority
알릴게,I'll inform you
거실로,In the living room
질문이요,Question
선택지를,Options
부르기도,Calling
크리스티안,Christian
오티스,Otis
눈물의,Tearful
테러에,In terrorism
연합군,Allied army
옥타비아누스,Octavian
가솔린,Gasoline
커리어를,Career
소녀들이,Girls
못해서요,I can't
준게,Given
국제적,International
결장,colon
딸애,Daughters
쫓아올,Chase
수잔이,Susan
빼주세요,Please remove it
아빠나,Daddy
못하기,Unmatched
대릴,Darry
떳떳하게,Stubbornly
내려갈게요,I'll go down
옆자리에,Next to
궁금하구나,I'm curious
당신밖에,Outside
보여주길,Show
불가사의한,Untitled
지만,but
보수가,Conservative
쿠키도,Cookies
행동과,Action and
모가지를,Moga
탔을,I must have burned
이온,ion
다리와,Bridge and
문젠가,Moonbang
유명하죠,It's famous
때리세요,Hit it
아니었잖아요,It wasn't
여자라도,Even if a woman
온거냐,Did you come
페이지는,Page
고삐를,Rein
별에서,In the star
당겨봐,Pull out
괜찮을겁니다,It would be okay
내려주고,Give it down
저격수를,Sniper
분수에,In the fraction
소설에서는,In the novel
훈련할,Training
최대한의,Maximal
올려놔,Put it up
케잌을,Cake
데이먼이,Damon
해당되는,Corresponding
벼락,thunderbolt
산거야,I live
그것보다는,More
의미없는,Meaningless
손바닥에,In the palm of the hand
남근을,Bear
데려다줄게요,I'll take it
부족하지,Not enough
위로의,Comfort
싫어합니다,I hate it
캐리는,Carry
기디언은,Gidian
인민의,People
부르기로,To call
날인,impress
카리요가,Kariyo
나눴던,Shared
페르시아의,Persian
말랐어,Dry
신랑은,The groom
해주었습니다,I did it
건국의,Founding
빨아들이는,Sucking
상태잖아,It's in state
가르쳤지,Teached
세계대전,World War
결혼반지,Wedding ring
년째,Year
20분만,20 minutes
무엇이든간에,Whatever
정도라면,Diligent
카사블랑카,Casablanca
화물선,Cargo ship
아버지나,Father
잡아두고,Holding
마당,yard
그리워서,because I missed you
비우는,Empty
더그와,Doug
완벽한데,Perfect
사람들이다,People
빠져나가요,Get out
부숴버릴,Crushed
도와줬죠,I helped me
비웃을,Laugh
명백하게도,Clearly
앞선,anticipant
사람들이나,People
그릇은,The bowl
파묻혀,Buried
대답했어,I answered
빠르다고,It is fast
부모님에게,To my parents
다니엘의,Daniel
데려가는게,Take it
뭐든지간에,Whatever you do
사촌의,Cousin
따듯하게,Warmly
알만,Altar
루를,Lu
파업,strike
자기보다,More than
공통된,Common
느낌이었어,I felt it
어마,Nausea
소통,Communication
뺐어요,I removed
똘똘아,Torgeo
해준다,Do it
반격을,Counterattack
거처를,Residence
않을거란,I will not
주시겠소,Give me
헤로인을,Heroin
앉아있지,Sit
이야기라고,The story
위기는,The crisis is
의지와,Will
이야기예요,It's a story
퍼즐을,Puzzles
밀가루,flour
신나요,Exciting
깔끔하고,Neat
소름끼치게,Creepy
안되거든,No way
데려가기로,To take it
판단하고,Judge
나았을,It must have been better
못했군요,You didn't
아침이다,Morning
결정한거야,I decided
외모,appearance
이렇다,Like this
컴퓨터의,Computer
아닐지라도,Even if not
들잖아,Listen
운명으로,Destiny
수배를,Wanted
그웬돌린,Gwendolin
브라우니를,Brownie
치자고,Let's play
21세기,21st century
이혼도,Divorce
마을에선,In the village
이지랑,Lee Ji -rang
클라우뎃,Claus
로스트,Roast
자수를,Embroidery
친구들이에요,These are friends
연장을,Extend
시력,Vision
문화적인,Cultural
즐겼어요,I enjoyed it
알란,Allan
쓸모없고,Useless
났거든요,I got it
고양이한테,To the cat
말했잖소,I told you
컸잖아,It was big
사람이니,People
발라서,Applied
경관들이,Sceners
있을께요,I'll be there
수녀를,Sister
개수작,Portrait
호출하지,Not calling
일을하고,Work
때였는데,It was time
산도,Acidity
좋아보이는데,It looks good
충분했어,It was enough
장난도,Joke
정의로운,Righteous
새끼도,Cub
전화왔어요,Call came
100퍼센트,100 percent
땡전,Dingjeon
떠올릴,Recalled
위험해질,Dangerous
뿔이,Horny
나갔네,Going out
전화했을,Call
만남의,Meeting
무리하게,Forcibly
두명이나,Two
여자는요,Women
범생이,Bumsaw
그런지는,That
사랑했기,I loved
교도소가,Prison
여자였는데,I was a woman
쐈다는,Shot
컬럼비아,Columbia
접근중이다,Approach
오셨구만,You've come
컴,Com
일환으로,As part of
발견됐고,It was found
바꾸어,Change
잠수를,Diving
손오공이,Gokui
쿠데타,Coup d'etat
루실,Rucil
잃어버렸다고,I lost it
실험하는,Experimental
마인드,mind
자격증이,Certificate
해결해야지,I have to solve it
걱정할거,I will worry
얘기입니다,It's a story
말뜻,Word
한물간,Lanterns
어림없는,Unlimited
거신,Ruin
숨만,Breathe
쓰길,Writer
반란군이,Rebels
쫓아내야,I have to drive out
돈으론,Money
애국자,patriot
수억분의,Hundreds of minutes
예상하는,Anticipated
접속할,To connect
투명,Transparency
영역이,Area
할라고,To do it
아키텍트가,Architect
날게,Flying
되는건가,Is it
국경에서,At the border
리처드와,Richard and
사랑했다고,I loved
틀리게,incorrectly
손목밴드를,Wrist band
덕이야,Deokya
패거리,group
잘하던데,Good job
없어지길,I hope it disappears
결단을,Decision
회의실에,In the meeting room
들어왔는지,Whether it came in
가주면,If you give it
미소는,Smile
골프를,Golf
여자들에,To women
개너는,Gadner
분이셔,Bunsher
여름은,Summer
천으로,As a thousand
새와,Bird
고향에선,In hometown
부활,resurrection
상점에서,At the store
바비랑,Barbie
길이었어요,It was on the road
같더라니,It was the same
코마,coma
댓글로,As a comment
왔더니,I came
잘못됐는지,Is it wrong
말했었나,Did you say
대항해,Counterpart
줄어들,Decrease
damon을,Damon
있을줄,There is
보내드리겠습니다,I will send you
독립을,Independence
정원으로,In the garden
지방에,In the province
들어온거야,It's in
은폐,concealment
사항에,In
파인애플,pineapple
사진입니다,This is a picture
벌어줄,Earning
낚시나,Fishing
좋대요,Good
이제와,Now come
비오는,Raining
카레브한테,To curryv
보내겠습니다,I will send it
올리브가,Olive
계속해도,Even
보내자고,Let's send it
연기하고,Postpone
고의가,Intentional
기나긴,Long
고유,inherence
차에나,Chaena
달아야,I have to sweeten
루프트한자,Lufthans
사장님께,To the boss
촬영에,Shooting
느꼈고,I felt it
리즈는,Liz
드루드,Drrew
브레이,Bray
목소리야,It's a voice
뱃속에서,In the stomach
소매,Sleeve
마르커스,Marcus
씌워,Overlooked
공격했을,Attack
나갈꺼야,I'm going to go out
컵케이크,Cupcake
죽였단,Killed
불과하다,Only
따르길,Follow -up
할렘의,Harlem
취급하는,Handled
파괴했어,Destroyed
눈길이,Eye -catching
활활,Revolution
부러질,Broken
함부르크,Hamburg
늦기전에,Before
베써니,Busteny
침실을,Bedroom
있다지,There is
들리냐,Can you hear
태치,Tachi
소행성,asteroid
거짓말쟁이라고,Liar
로마와,Rome and
턱시도를,Tuxedo
하셨군요,You did it
코튼마우스는,Cotton mouse
해커를,Hacker
폭발하기,Explosion
세계론,Global theory
악몽같은,Nightmarey
들린다면,If you can hear it
해주겠소,I will do it
끼어들어,Interrogate
장기적인,Long -term
뛰기,jump
5학년,5th grade
소속의,Belonging
육체에,In the body
삶이에요,It's life
테이블이,Table
움직임도,Movement too
실례하겠소,Excuse me
수사관,Investigator
머리요,Head
철없는,Unpleasant
관리자가,Administrator
미워하고,I hate it
남자애를,Boy
해피는,Happy
두개는,Two
거라서요,Because it is
인터넷의,Internet
느낀다는,Feeling
게임이라고,It's a game
이비는,Ivy
포스터를,Poster
우아하고,Elegantly
안받고,Not
소개해줄게,I'll introduce you
딸처럼,Like a daughter
도련님을,The bleeding
노출을,Exposure
회진에,At the resolution
이체,Transfer
뺑소니,Hits
진상,Truth
사살,Kill
가다간,Go
그러시다면,If so
와이어트는,Wyatt
내주세요,Please give me
범인도,Culprit
잘못됐나,Is it wrong
전이었어요,I was
케프너는,Kefner
잘려,Cut
치울게요,I'll remove it
무례하고,Rude
빠뜨릴,To be missed
공간과,Space and
있다는것을,That there is
늑대들은,The wolves
바바라가,Barbara
괴물같은,Monstery
유리해,Advantage
프로젝트의,Project
있을걸요,It must be
영어가,English
너네를,You
걱정해주는,Worrying
기다려온,Waiting
팀원들,Team members
섹시하네,Sexy
싸웠는데,I fought
이브는,Eve is
않으십니까,Do not
비롯된,Originated
관절을,Joints
방범,Crime prevention
시작했거든,I started
고치는데,I fix it
아파트의,Apartment
이름들을,Names
가는것,Go
견딜만,Endurage
메그가,Megga
하얘,Hasha
해변가에,On the beach
나대신,instead of me
올려줘요,Please upload
안와르,Anwar
화난건,Anger
매달려서,Hang
자식이라고,Children
별일이,Star
gps를,GPS
키웠어요,I raised it
렉시랑,Lexirang
발설하지,Not
납득이,Convincing
봐주실래요,Would you like to see
차버릴,Charging
싶겠죠,I want to
채권,bond
경보기,alarm
하운드,Hound
재밌어서,It's fun
캘리포니아로,To California
17분,17 minutes
위독한,dangerous
덮친,Hungry
어떤것을,What
인체,anatomy
날이고,Day
슬론이랑,Sloan
탔습니다,Ride
간절하게,ardently
12명이,12 people
보고싶다고,I miss you
해발,Sea level
구하는게,Save
순서,order
악마들,Demons
감염자가,Infected person
없느냐,Is there not
시덥잖은,Tingling
바라나요,I hope
생기기도,Life
여우는,Fox
영양분을,Nutrition
지혜가,Wisdomer
곡만,Only song
번키는,Bundled
없었으니,There was no
있도록요,To be
후원자,sponsor
중요하다면,If important
스친,Scattered
대해줘,Give me
오른손으로,Right hand
플라자,Plaza
드렸어,I gave it
오토바이가,Motorcycle
빗나갔어,I missed
처리하도록,To handle
북부에서,Northern
확인해봤어요,I checked it
가려서,Hidden
추수감사절을,Thanksgiving
데이타,Data
사귀면,Dating
아니였다,No
매달고,Hang
행해지고,Be done
경적을,Horn
라쉬네씨,Mr. Rashe
수영장도,Swimming pool
활주로로,Runway
받아들이게,Accept
뒤져라,Go through
누구로,Whose
거액의,Large
겪어야,Throughout
가라데,Karate
1초라도,1 second
방어하고,Defend
말씀에,In the Word
저택에서,In the mansion
생각해보렴,Think about it
시키신,Sincerity
체포하는,Arrested
유모를,Nanny
사랑하나,Love one
보이며,Visible
토크,talk
갖고있어요,I have it
니콜라이,Nikolai
건너고,Cross
루트,root
휴전이,Ceasefire
감정들은,Emotions
데려왔다고,I brought it
싸우기도,Fighting
발견되었어요,It was found
벤에게,To Ben
날아간,Flew
건배하죠,It's toast
이름들이,Names
이분들,These guys
환상은,The fantasy
말았어야했어,I should have not
확실한거야,It's certain
침입했어요,Invasion
확보했나,Have you secured
민주주의의,Democratic
끼리,Between each other
투여했습니다,Administered
정신분열증,Schizophrenia
앨리슨의,Alison
대비할,Prepared to be
패닉,Panic
느끼나요,Do you feel it
핵폭탄을,Nuclear bomb
질러서,So
방패벽,Shield wall
시구르드,Sigurd
쇄골,clavicle
우승자는,The winner
순위를,Ranking
들이면,Inhabitants
순교자가,Martyrs
위한거지,Beggar
구에로,Guero
화약,gunpowder
말씀하셨던,Speaking
해체,dissolution
장인어른은,Artisan adults
작가를,Writer
제품은,The product is
떠나겠다고,I will leave
여성이야,Women
대신하여,instead of
나쁜일이,Bad things
알아보시겠어요,Let me find out
탯줄을,The umbilical cord
때렸지,I hit you
의무라고,Duty
서류작업을,Document work
맞췄지,Matched
같은거죠,It's the same
사람이긴,Man -winning
가져올래,Bring it up
가정적인,Home
안전하죠,It's safe
실패했다고,Failed
암컷,female
단체가,Group
환자인,Patient
할아버지께서,Grandpa
희망으로,In hope
돌아보고,Looking back
금액이,The amount
사항,matters
2개월,2 months
송곳니가,Fangs
